week_start,source_country,target_country,event_count,avg_intensity,min_intensity,trade_event_count,trade_avg_intensity,year,gdelt_confidence
2014-12-29,Brazil,India,1,2.8,2.8,0,,2014,low
2014-12-29,Brazil,United States,7,1.4285714285714286,1.0,0,,2014,low
2014-12-29,Canada,United States,1,1.0,1.0,0,,2014,low
2014-12-29,China,India,2,-2.2,-4.4,0,,2014,moderate
2014-12-29,China,Japan,7,6.0,4.0,0,,2014,moderate
2014-12-29,China,South Korea,2,1.0,-5.0,0,,2014,moderate
2014-12-29,China,United States,1,7.0,7.0,0,,2014,high
2014-12-29,France,Germany,4,3.25,1.0,0,,2014,unvalidated
2014-12-29,France,India,1,4.0,4.0,0,,2014,unvalidated
2014-12-29,Germany,France,4,3.25,1.0,0,,2014,unvalidated
2014-12-29,Germany,South Korea,2,7.4,7.4,0,,2014,unvalidated
2014-12-29,India,Brazil,1,1.9,1.9,0,,2014,low
2014-12-29,India,China,1,0.0,0.0,0,,2014,moderate
2014-12-29,India,France,2,0.0,0.0,0,,2014,unvalidated
2014-12-29,India,Japan,14,-5.578571428571428,-9.0,0,,2014,unvalidated
2014-12-29,India,South Korea,2,1.0,1.0,0,,2014,unvalidated
2014-12-29,India,United States,16,2.45625,0.0,0,,2014,low
2014-12-29,Japan,China,7,6.0,4.0,0,,2014,moderate
2014-12-29,Japan,India,1,2.8,2.8,0,,2014,unvalidated
2014-12-29,Mexico,United States,2,2.5,1.0,0,,2014,moderate
2014-12-29,South Korea,China,3,2.6,0.4,0,,2014,moderate
2014-12-29,South Korea,India,3,0.6666666666666666,0.0,0,,2014,unvalidated
2014-12-29,South Korea,United States,1,-2.0,-2.0,0,,2014,unvalidated
2014-12-29,United States,Brazil,8,1.675,1.0,0,,2014,low
2014-12-29,United States,Canada,1,1.0,1.0,0,,2014,low
2014-12-29,United States,China,7,2.2,-2.0,0,,2014,high
2014-12-29,United States,India,20,2.245,0.4,0,,2014,low
2014-12-29,United States,Mexico,2,2.5,1.0,0,,2014,moderate
2014-12-29,United States,South Korea,1,0.0,0.0,0,,2014,unvalidated
2015-01-05,Brazil,France,1,3.4,3.4,0,,2015,unvalidated
2015-01-05,Brazil,United States,1,-0.1,-0.1,0,,2015,low
2015-01-05,Canada,France,5,2.2399999999999998,0.0,0,,2015,unvalidated
2015-01-05,Canada,United States,1,3.4,3.4,0,,2015,low
2015-01-05,China,Canada,1,4.5,4.5,0,,2015,unvalidated
2015-01-05,China,France,9,2.733333333333333,0.0,0,,2015,unvalidated
2015-01-05,China,Japan,3,2.1333333333333333,0.4,0,,2015,moderate
2015-01-05,China,South Korea,16,1.525,-7.0,0,,2015,moderate
2015-01-05,China,United States,11,1.9636363636363638,0.0,0,,2015,high
2015-01-05,Denmark,France,4,2.7,-2.0,0,,2015,unvalidated
2015-01-05,Denmark,India,1,-9.0,-9.0,0,,2015,low_use_EUR_proxy
2015-01-05,France,Canada,1,3.0,3.0,0,,2015,unvalidated
2015-01-05,France,China,1,-5.0,-5.0,0,,2015,unvalidated
2015-01-05,France,Germany,34,2.2764705882352945,-10.0,0,,2015,unvalidated
2015-01-05,France,India,2,3.0999999999999996,2.8,0,,2015,unvalidated
2015-01-05,France,Japan,6,2.433333333333333,0.0,0,,2015,unvalidated
2015-01-05,France,South Korea,1,3.0,3.0,0,,2015,unvalidated
2015-01-05,France,United States,23,2.7130434782608694,0.0,0,,2015,unvalidated
2015-01-05,Germany,France,34,2.1294117647058823,-4.4,0,,2015,unvalidated
2015-01-05,Germany,United States,11,2.127272727272727,0.0,0,,2015,moderate
2015-01-05,India,Denmark,1,-9.0,-9.0,0,,2015,low_use_EUR_proxy
2015-01-05,India,France,22,2.1136363636363638,-2.0,0,,2015,unvalidated
2015-01-05,India,Japan,4,-2.5,-9.0,0,,2015,unvalidated
2015-01-05,India,South Korea,10,2.92,1.0,0,,2015,unvalidated
2015-01-05,India,United States,50,1.41,-9.5,0,,2015,low
2015-01-05,Japan,China,2,0.75,-2.0,0,,2015,moderate
2015-01-05,Japan,France,15,2.506666666666667,-2.0,0,,2015,unvalidated
2015-01-05,Japan,India,8,2.75,-2.0,0,,2015,unvalidated
2015-01-05,Japan,South Korea,14,4.228571428571429,-0.3,0,,2015,unvalidated
2015-01-05,Japan,United States,25,3.0439999999999996,1.0,0,,2015,unvalidated
2015-01-05,Mexico,United States,31,1.2677419354838708,-5.0,0,,2015,moderate
2015-01-05,South Korea,China,15,1.5333333333333334,-9.0,0,,2015,moderate
2015-01-05,South Korea,France,9,2.977777777777778,0.0,0,,2015,unvalidated
2015-01-05,South Korea,India,25,3.136,0.0,0,,2015,unvalidated
2015-01-05,South Korea,Japan,18,1.4444444444444444,-5.0,0,,2015,unvalidated
2015-01-05,South Korea,United States,21,1.5714285714285714,-5.0,0,,2015,unvalidated
2015-01-05,United States,Canada,2,0.0,0.0,0,,2015,low
2015-01-05,United States,China,11,1.736363636363636,-2.0,0,,2015,high
2015-01-05,United States,France,76,2.6999999999999997,-9.0,0,,2015,unvalidated
2015-01-05,United States,Germany,9,1.7999999999999998,1.0,0,,2015,moderate
2015-01-05,United States,India,89,2.137078651685393,-5.0,0,,2015,low
2015-01-05,United States,Japan,18,1.9500000000000002,0.0,0,,2015,unvalidated
2015-01-05,United States,Mexico,39,0.5846153846153845,-9.0,0,,2015,moderate
2015-01-05,United States,South Korea,16,2.075,-5.0,0,,2015,unvalidated
2015-01-12,Brazil,Germany,2,2.0,1.0,0,,2015,moderate
2015-01-12,Brazil,India,1,3.0,3.0,0,,2015,low
2015-01-12,Brazil,Japan,2,2.0,1.0,0,,2015,unvalidated
2015-01-12,Canada,France,1,1.0,1.0,0,,2015,unvalidated
2015-01-12,Canada,India,1,0.0,0.0,0,,2015,unvalidated
2015-01-12,Canada,Japan,1,2.8,2.8,0,,2015,unvalidated
2015-01-12,Canada,Mexico,3,-6.5,-6.5,0,,2015,unvalidated
2015-01-12,Canada,United States,11,0.5545454545454546,-6.5,0,,2015,low
2015-01-12,China,France,2,-0.8,-2.0,0,,2015,unvalidated
2015-01-12,China,Germany,1,0.4,0.4,0,,2015,moderate
2015-01-12,China,India,4,3.975,3.4,0,,2015,moderate
2015-01-12,China,Japan,33,3.309090909090909,-7.2,0,,2015,moderate
2015-01-12,China,South Korea,5,3.56,2.8,0,,2015,moderate
2015-01-12,China,United States,7,1.7857142857142858,-0.4,0,,2015,high
2015-01-12,Denmark,France,1,0.0,0.0,0,,2015,unvalidated
2015-01-12,Denmark,South Korea,1,1.9,1.9,0,,2015,unvalidated
2015-01-12,Denmark,United States,1,1.0,1.0,0,,2015,low_use_EUR_proxy
2015-01-12,France,Canada,1,1.0,1.0,0,,2015,unvalidated
2015-01-12,France,China,2,0.2,0.0,0,,2015,unvalidated
2015-01-12,France,Germany,49,1.6877551020408164,-10.0,0,,2015,unvalidated
2015-01-12,France,India,4,3.7,2.8,0,,2015,unvalidated
2015-01-12,France,Japan,8,3.8375,2.8,0,,2015,unvalidated
2015-01-12,France,United States,39,1.9256410256410255,-10.0,0,,2015,unvalidated
2015-01-12,Germany,Brazil,2,2.0,1.0,0,,2015,moderate
2015-01-12,Germany,Canada,2,4.0,4.0,0,,2015,unvalidated
2015-01-12,Germany,China,1,0.4,0.4,0,,2015,moderate
2015-01-12,Germany,France,51,1.6196078431372547,-5.0,0,,2015,unvalidated
2015-01-12,Germany,India,4,3.75,3.0,0,,2015,low
2015-01-12,Germany,Japan,2,2.0,1.0,0,,2015,unvalidated
2015-01-12,Germany,South Korea,1,1.0,1.0,0,,2015,unvalidated
2015-01-12,Germany,United States,8,1.525,-2.0,0,,2015,moderate
2015-01-12,India,Brazil,1,3.0,3.0,0,,2015,low
2015-01-12,India,Canada,1,4.0,4.0,0,,2015,unvalidated
2015-01-12,India,China,9,2.566666666666667,-0.4,0,,2015,moderate
2015-01-12,India,Denmark,2,-9.25,-9.5,0,,2015,low_use_EUR_proxy
2015-01-12,India,France,3,3.7000000000000006,1.9,0,,2015,unvalidated
2015-01-12,India,Germany,2,3.5,3.0,0,,2015,low
2015-01-12,India,Japan,25,2.5839999999999996,0.0,0,,2015,unvalidated
2015-01-12,India,South Korea,8,1.8499999999999999,-2.0,0,,2015,unvalidated
2015-01-12,India,United States,108,2.539814814814815,-7.0,0,,2015,low
2015-01-12,Japan,Brazil,2,2.0,1.0,0,,2015,unvalidated
2015-01-12,Japan,Canada,1,1.9,1.9,0,,2015,unvalidated
2015-01-12,Japan,China,33,3.6454545454545455,-9.5,0,,2015,moderate
2015-01-12,Japan,France,9,3.433333333333333,1.9,0,,2015,unvalidated
2015-01-12,Japan,Germany,2,2.0,1.0,0,,2015,unvalidated
2015-01-12,Japan,India,29,2.7482758620689656,0.0,0,,2015,unvalidated
2015-01-12,Japan,South Korea,23,2.5217391304347827,-4.0,0,,2015,unvalidated
2015-01-12,Japan,United States,18,4.177777777777778,1.0,0,,2015,unvalidated
2015-01-12,Mexico,United States,2,-0.8,-5.0,0,,2015,moderate
2015-01-12,South Korea,China,6,2.983333333333333,0.0,0,,2015,moderate
2015-01-12,South Korea,Denmark,1,2.8,2.8,0,,2015,unvalidated
2015-01-12,South Korea,France,1,3.4,3.4,0,,2015,unvalidated
2015-01-12,South Korea,Germany,1,1.0,1.0,0,,2015,unvalidated
2015-01-12,South Korea,India,18,0.7777777777777778,-5.0,0,,2015,unvalidated
2015-01-12,South Korea,Japan,40,1.7875,-5.0,0,,2015,unvalidated
2015-01-12,South Korea,United States,19,0.23684210526315788,-5.0,0,,2015,unvalidated
2015-01-12,United States,Canada,17,-1.4000000000000001,-5.0,0,,2015,low
2015-01-12,United States,China,22,-1.1181818181818182,-10.0,0,,2015,high
2015-01-12,United States,Denmark,1,1.0,1.0,0,,2015,low_use_EUR_proxy
2015-01-12,United States,France,78,2.3935897435897435,-10.0,0,,2015,unvalidated
2015-01-12,United States,Germany,9,0.43333333333333335,-2.0,0,,2015,moderate
2015-01-12,United States,India,152,2.3092105263157894,-5.0,0,,2015,low
2015-01-12,United States,Japan,16,4.0875,0.0,0,,2015,unvalidated
2015-01-12,United States,Mexico,1,0.0,0.0,0,,2015,moderate
2015-01-12,United States,South Korea,20,2.025,-2.0,0,,2015,unvalidated
2015-01-19,Brazil,China,2,4.0,4.0,0,,2015,unvalidated
2015-01-19,Brazil,Germany,1,1.0,1.0,0,,2015,moderate
2015-01-19,Brazil,Japan,2,2.1,0.4,0,,2015,unvalidated
2015-01-19,Brazil,United States,3,3.4,3.4,0,,2015,low
2015-01-19,Canada,Japan,1,7.0,7.0,0,,2015,unvalidated
2015-01-19,Canada,United States,4,-0.25,-5.0,0,,2015,low
2015-01-19,China,France,1,4.0,4.0,0,,2015,unvalidated
2015-01-19,China,Germany,3,3.3000000000000003,1.9,0,,2015,moderate
2015-01-19,China,India,14,1.957142857142857,-2.0,0,,2015,moderate
2015-01-19,China,Japan,14,0.24285714285714288,-9.5,0,,2015,moderate
2015-01-19,China,South Korea,16,2.775,1.0,0,,2015,moderate
2015-01-19,China,United States,11,3.0454545454545454,-2.0,0,,2015,high
2015-01-19,Denmark,South Korea,5,1.14,0.0,0,,2015,unvalidated
2015-01-19,France,China,5,4.0,4.0,0,,2015,unvalidated
2015-01-19,France,Germany,42,3.1380952380952385,1.0,0,,2015,unvalidated
2015-01-19,France,India,1,5.2,5.2,0,,2015,unvalidated
2015-01-19,France,Japan,16,2.90625,1.0,0,,2015,unvalidated
2015-01-19,France,United States,12,1.5999999999999999,-10.0,0,,2015,unvalidated
2015-01-19,Germany,Brazil,1,1.0,1.0,0,,2015,moderate
2015-01-19,Germany,China,1,2.8,2.8,0,,2015,moderate
2015-01-19,Germany,France,43,2.920930232558139,0.0,0,,2015,unvalidated
2015-01-19,Germany,India,4,4.0,1.0,0,,2015,low
2015-01-19,Germany,Japan,5,2.9,1.0,0,,2015,unvalidated
2015-01-19,Germany,Mexico,1,1.0,1.0,0,,2015,unvalidated
2015-01-19,Germany,United States,2,5.25,3.5,0,,2015,moderate
2015-01-19,India,Canada,1,4.0,4.0,0,,2015,unvalidated
2015-01-19,India,China,14,1.6428571428571428,-5.0,0,,2015,moderate
2015-01-19,India,Germany,2,4.0,1.0,0,,2015,low
2015-01-19,India,Japan,7,3.1999999999999997,2.8,0,,2015,unvalidated
2015-01-19,India,South Korea,3,0.9333333333333332,0.0,0,,2015,unvalidated
2015-01-19,India,United States,347,2.464841498559078,-10.0,0,,2015,low
2015-01-19,Japan,Canada,1,7.0,7.0,0,,2015,unvalidated
2015-01-19,Japan,China,9,1.9777777777777779,-2.0,0,,2015,moderate
2015-01-19,Japan,France,23,2.9695652173913043,1.0,0,,2015,unvalidated
2015-01-19,Japan,Germany,4,2.5,1.0,0,,2015,unvalidated
2015-01-19,Japan,India,8,2.0125,0.0,0,,2015,unvalidated
2015-01-19,Japan,South Korea,9,4.222222222222222,-2.0,0,,2015,unvalidated
2015-01-19,Japan,United States,52,1.728846153846154,-10.0,0,,2015,unvalidated
2015-01-19,Mexico,Germany,1,1.0,1.0,0,,2015,unvalidated
2015-01-19,Mexico,United States,4,1.75,0.0,0,,2015,moderate
2015-01-19,South Korea,China,26,2.9923076923076923,0.4,0,,2015,moderate
2015-01-19,South Korea,Denmark,3,2.7999999999999994,2.8,0,,2015,unvalidated
2015-01-19,South Korea,India,2,2.65,1.9,0,,2015,unvalidated
2015-01-19,South Korea,Japan,33,1.7575757575757576,-5.0,0,,2015,unvalidated
2015-01-19,South Korea,United States,24,2.85,-5.6,0,,2015,unvalidated
2015-01-19,United States,Brazil,1,0.0,0.0,0,,2015,low
2015-01-19,United States,Canada,5,-2.32,-5.0,0,,2015,low
2015-01-19,United States,China,27,2.714814814814815,0.0,0,,2015,high
2015-01-19,United States,France,19,2.384210526315789,0.0,0,,2015,unvalidated
2015-01-19,United States,Germany,4,4.75,4.0,0,,2015,moderate
2015-01-19,United States,India,396,2.510858585858586,-5.0,0,,2015,low
2015-01-19,United States,Japan,82,2.8658536585365852,-2.0,0,,2015,unvalidated
2015-01-19,United States,Mexico,4,-1.0,-5.0,0,,2015,moderate
2015-01-19,United States,South Korea,11,2.4,0.0,0,,2015,unvalidated
2015-01-26,Brazil,China,1,0.0,0.0,0,,2015,unvalidated
2015-01-26,Brazil,Germany,1,4.0,4.0,0,,2015,moderate
2015-01-26,Brazil,United States,3,-3.5,-9.5,0,,2015,low
2015-01-26,Canada,United States,2,7.0,7.0,0,,2015,low
2015-01-26,China,France,24,2.6875,0.0,0,,2015,unvalidated
2015-01-26,China,India,67,2.9388059701492537,-5.0,0,,2015,moderate
2015-01-26,China,Japan,8,1.9749999999999999,-4.4,0,,2015,moderate
2015-01-26,China,South Korea,5,1.78,-5.0,0,,2015,moderate
2015-01-26,China,United States,40,2.3375,-5.6,2,-5.6,2015,high
2015-01-26,France,China,26,2.8038461538461537,0.0,0,,2015,unvalidated
2015-01-26,France,Germany,9,2.988888888888889,0.0,0,,2015,unvalidated
2015-01-26,France,India,1,-7.5,-7.5,0,,2015,unvalidated
2015-01-26,France,Japan,2,1.5,-2.0,0,,2015,unvalidated
2015-01-26,France,South Korea,1,-7.0,-7.0,0,,2015,unvalidated
2015-01-26,France,United States,7,1.9428571428571428,0.4,0,,2015,unvalidated
2015-01-26,Germany,France,10,2.7800000000000002,0.0,0,,2015,unvalidated
2015-01-26,Germany,United States,8,2.575,1.0,0,,2015,moderate
2015-01-26,India,China,89,3.2550561797752806,0.0,0,,2015,moderate
2015-01-26,India,France,1,0.0,0.0,0,,2015,unvalidated
2015-01-26,India,United States,270,2.5570370370370368,-10.0,0,,2015,low
2015-01-26,Japan,China,7,1.8571428571428572,-5.0,0,,2015,moderate
2015-01-26,Japan,France,1,5.0,5.0,0,,2015,unvalidated
2015-01-26,Japan,India,1,0.0,0.0,0,,2015,unvalidated
2015-01-26,Japan,South Korea,14,3.1928571428571426,1.0,0,,2015,unvalidated
2015-01-26,Japan,United States,13,1.353846153846154,-10.0,0,,2015,unvalidated
2015-01-26,Mexico,United States,2,3.5,0.0,0,,2015,moderate
2015-01-26,South Korea,China,3,3.6,2.8,0,,2015,moderate
2015-01-26,South Korea,Japan,39,1.5538461538461539,-10.0,0,,2015,unvalidated
2015-01-26,South Korea,United States,60,3.45,-2.0,0,,2015,unvalidated
2015-01-26,United States,Brazil,1,1.0,1.0,0,,2015,low
2015-01-26,United States,Canada,4,0.44999999999999996,-5.0,0,,2015,low
2015-01-26,United States,China,38,2.805263157894737,-2.0,0,,2015,high
2015-01-26,United States,France,11,-0.06363636363636366,-6.5,0,,2015,unvalidated
2015-01-26,United States,Germany,20,2.92,-0.4,0,,2015,moderate
2015-01-26,United States,India,305,2.084590163934426,-6.5,0,,2015,low
2015-01-26,United States,Japan,45,2.375555555555555,-10.0,0,,2015,unvalidated
2015-01-26,United States,Mexico,2,-4.5,-5.0,0,,2015,moderate
2015-01-26,United States,South Korea,73,3.2479452054794518,-2.0,0,,2015,unvalidated
2015-02-02,Canada,China,1,-0.3,-0.3,0,,2015,unvalidated
2015-02-02,Canada,France,1,-2.0,-2.0,0,,2015,unvalidated
2015-02-02,Canada,Germany,1,1.0,1.0,0,,2015,unvalidated
2015-02-02,Canada,Mexico,2,1.0,1.0,0,,2015,unvalidated
2015-02-02,Canada,South Korea,1,1.9,1.9,0,,2015,unvalidated
2015-02-02,Canada,United States,3,-1.0,-5.0,0,,2015,low
2015-02-02,China,Canada,4,-5.0,-5.0,0,,2015,unvalidated
2015-02-02,China,Germany,10,1.5699999999999998,0.0,0,,2015,moderate
2015-02-02,China,India,75,2.521333333333333,0.0,0,,2015,moderate
2015-02-02,China,Japan,5,2.4,-2.0,0,,2015,moderate
2015-02-02,China,South Korea,40,2.7725,-5.0,0,,2015,moderate
2015-02-02,China,United States,46,0.9804347826086957,-5.0,0,,2015,high
2015-02-02,France,Germany,23,3.891304347826087,1.0,0,,2015,unvalidated
2015-02-02,France,India,20,2.66,0.0,0,,2015,unvalidated
2015-02-02,Germany,Canada,5,3.4,1.0,0,,2015,unvalidated
2015-02-02,Germany,China,10,2.44,1.0,0,,2015,moderate
2015-02-02,Germany,France,22,3.840909090909091,1.0,0,,2015,unvalidated
2015-02-02,Germany,India,1,7.0,7.0,0,,2015,low
2015-02-02,Germany,South Korea,7,3.142857142857143,1.0,0,,2015,unvalidated
2015-02-02,Germany,United States,39,2.792307692307692,-5.0,0,,2015,moderate
2015-02-02,India,China,70,2.254285714285714,0.0,0,,2015,moderate
2015-02-02,India,France,13,2.8307692307692305,0.0,0,,2015,unvalidated
2015-02-02,India,Germany,1,4.0,4.0,0,,2015,low
2015-02-02,India,United States,101,1.201980198019802,-10.0,0,,2015,low
2015-02-02,Japan,China,4,3.5,-2.0,0,,2015,moderate
2015-02-02,Japan,India,1,-2.0,-2.0,0,,2015,unvalidated
2015-02-02,Japan,South Korea,6,3.6666666666666665,1.0,0,,2015,unvalidated
2015-02-02,Japan,United States,24,2.6083333333333334,0.0,0,,2015,unvalidated
2015-02-02,Mexico,Canada,2,1.0,1.0,0,,2015,unvalidated
2015-02-02,South Korea,Canada,1,2.8,2.8,0,,2015,unvalidated
2015-02-02,South Korea,China,45,3.38,0.0,0,,2015,moderate
2015-02-02,South Korea,Germany,12,3.125,1.0,0,,2015,unvalidated
2015-02-02,South Korea,Japan,18,1.6111111111111112,-10.0,0,,2015,unvalidated
2015-02-02,South Korea,United States,30,3.82,-2.0,0,,2015,unvalidated
2015-02-02,United States,Canada,3,-1.0,-5.0,0,,2015,low
2015-02-02,United States,China,52,1.9846153846153847,-5.0,0,,2015,high
2015-02-02,United States,France,5,-1.2,-5.0,0,,2015,unvalidated
2015-02-02,United States,Germany,41,1.2121951219512195,-5.0,0,,2015,moderate
2015-02-02,United States,India,98,0.883673469387755,-5.0,0,,2015,low
2015-02-02,United States,Japan,41,2.9073170731707316,-2.0,0,,2015,unvalidated
2015-02-02,United States,Mexico,2,-3.5,-5.0,0,,2015,moderate
2015-02-02,United States,South Korea,46,3.867391304347826,-5.0,0,,2015,unvalidated
2015-02-09,Brazil,China,1,-0.4,-0.4,0,,2015,unvalidated
2015-02-09,Brazil,Germany,3,1.5999999999999999,1.0,0,,2015,moderate
2015-02-09,Brazil,United States,1,4.0,4.0,0,,2015,low
2015-02-09,Canada,China,1,0.0,0.0,0,,2015,unvalidated
2015-02-09,Canada,France,2,3.7,3.4,0,,2015,unvalidated
2015-02-09,Canada,Germany,3,2.4,1.0,0,,2015,unvalidated
2015-02-09,Canada,India,1,2.8,2.8,0,,2015,unvalidated
2015-02-09,Canada,United States,6,-3.016666666666667,-5.0,0,,2015,low
2015-02-09,China,Canada,1,6.0,6.0,0,,2015,unvalidated
2015-02-09,China,Denmark,2,1.45,1.0,0,,2015,low_use_EUR_proxy
2015-02-09,China,France,3,1.5666666666666664,0.0,0,,2015,unvalidated
2015-02-09,China,Germany,1,0.0,0.0,0,,2015,moderate
2015-02-09,China,India,13,1.5307692307692307,-9.5,0,,2015,moderate
2015-02-09,China,Japan,3,4.6000000000000005,2.8,0,,2015,moderate
2015-02-09,China,South Korea,3,1.6666666666666667,-5.0,0,,2015,moderate
2015-02-09,China,United States,66,2.715151515151515,-2.0,0,,2015,high
2015-02-09,Denmark,China,4,-0.30000000000000004,-5.0,0,,2015,low_use_EUR_proxy
2015-02-09,Denmark,France,4,2.0999999999999996,0.0,0,,2015,unvalidated
2015-02-09,Denmark,Germany,1,3.0,3.0,0,,2015,low_use_EUR_proxy
2015-02-09,Denmark,United States,1,0.0,0.0,0,,2015,low_use_EUR_proxy
2015-02-09,France,Canada,1,4.0,4.0,0,,2015,unvalidated
2015-02-09,France,China,3,2.6999999999999997,1.9,0,,2015,unvalidated
2015-02-09,France,Denmark,7,3.0142857142857147,1.9,0,,2015,unvalidated
2015-02-09,France,Germany,168,4.369642857142857,0.4,0,,2015,unvalidated
2015-02-09,France,United States,3,-0.8333333333333335,-4.4,0,,2015,unvalidated
2015-02-09,Germany,Brazil,4,1.975,1.0,0,,2015,moderate
2015-02-09,Germany,Canada,5,2.7800000000000002,1.0,0,,2015,unvalidated
2015-02-09,Germany,Denmark,1,0.0,0.0,0,,2015,low_use_EUR_proxy
2015-02-09,Germany,France,170,4.318235294117647,0.0,0,,2015,unvalidated
2015-02-09,Germany,United States,54,1.5907407407407406,-5.0,0,,2015,moderate
2015-02-09,India,Canada,3,3.3000000000000003,1.9,0,,2015,unvalidated
2015-02-09,India,China,11,1.7454545454545454,-2.0,0,,2015,moderate
2015-02-09,India,Japan,14,-6.571428571428571,-9.5,0,,2015,unvalidated
2015-02-09,India,United States,63,1.4873015873015871,-6.5,0,,2015,low
2015-02-09,Japan,China,3,4.633333333333334,1.9,0,,2015,moderate
2015-02-09,Japan,Denmark,2,2.25,0.0,0,,2015,unvalidated
2015-02-09,Japan,India,4,-0.6000000000000001,-9.0,0,,2015,unvalidated
2015-02-09,Japan,South Korea,9,1.6666666666666667,-0.3,0,,2015,unvalidated
2015-02-09,Japan,United States,27,2.7111111111111112,-10.0,0,,2015,unvalidated
2015-02-09,Mexico,Brazil,1,-5.0,-5.0,0,,2015,unvalidated
2015-02-09,Mexico,United States,9,-5.833333333333333,-9.5,0,,2015,moderate
2015-02-09,South Korea,China,2,5.0,4.0,0,,2015,moderate
2015-02-09,South Korea,Denmark,2,3.8,3.8,0,,2015,unvalidated
2015-02-09,South Korea,Germany,1,3.4,3.4,0,,2015,unvalidated
2015-02-09,South Korea,Japan,21,-0.7809523809523808,-5.0,0,,2015,unvalidated
2015-02-09,South Korea,United States,30,3.21,-5.0,0,,2015,unvalidated
2015-02-09,United States,Canada,10,-1.21,-7.0,0,,2015,low
2015-02-09,United States,China,53,2.4622641509433962,-2.0,0,,2015,high
2015-02-09,United States,Denmark,5,3.56,3.4,0,,2015,low_use_EUR_proxy
2015-02-09,United States,France,5,-2.44,-10.0,0,,2015,unvalidated
2015-02-09,United States,Germany,58,1.5120689655172415,-9.0,0,,2015,moderate
2015-02-09,United States,India,58,0.7396551724137931,-10.0,0,,2015,low
2015-02-09,United States,Japan,20,3.2649999999999997,0.0,0,,2015,unvalidated
2015-02-09,United States,Mexico,13,-5.261538461538462,-10.0,0,,2015,moderate
2015-02-09,United States,South Korea,26,3.2269230769230766,1.0,0,,2015,unvalidated
2015-02-16,Brazil,Germany,3,-1.3,-9.5,0,,2015,moderate
2015-02-16,Brazil,United States,5,1.3599999999999999,1.0,0,,2015,low
2015-02-16,Canada,China,1,3.4,3.4,0,,2015,unvalidated
2015-02-16,Canada,United States,1,4.0,4.0,0,,2015,low
2015-02-16,China,Denmark,1,1.9,1.9,0,,2015,low_use_EUR_proxy
2015-02-16,China,France,4,1.5,-2.0,0,,2015,unvalidated
2015-02-16,China,Germany,2,4.0,4.0,0,,2015,moderate
2015-02-16,China,India,30,-0.23333333333333336,-4.0,0,,2015,moderate
2015-02-16,China,Japan,5,4.66,1.0,0,,2015,moderate
2015-02-16,China,South Korea,9,0.23333333333333325,-5.0,0,,2015,moderate
2015-02-16,China,United States,10,1.67,-4.4,0,,2015,high
2015-02-16,Denmark,China,1,2.8,2.8,0,,2015,low_use_EUR_proxy
2015-02-16,Denmark,France,6,-2.4,-10.0,0,,2015,unvalidated
2015-02-16,Denmark,Germany,2,1.0,1.0,0,,2015,low_use_EUR_proxy
2015-02-16,Denmark,United States,1,1.0,1.0,0,,2015,low_use_EUR_proxy
2015-02-16,France,China,2,4.0,4.0,0,,2015,unvalidated
2015-02-16,France,Denmark,6,-3.8000000000000003,-10.0,0,,2015,unvalidated
2015-02-16,France,Germany,98,3.254081632653061,-0.4,0,,2015,unvalidated
2015-02-16,France,India,2,4.0,4.0,0,,2015,unvalidated
2015-02-16,France,United States,10,2.0,-0.4,0,,2015,unvalidated
2015-02-16,Germany,Brazil,2,1.9,1.9,0,,2015,moderate
2015-02-16,Germany,China,2,4.0,4.0,0,,2015,moderate
2015-02-16,Germany,Denmark,2,1.0,1.0,0,,2015,low_use_EUR_proxy
2015-02-16,Germany,France,97,3.215463917525773,-0.4,0,,2015,unvalidated
2015-02-16,Germany,Japan,3,3.3000000000000003,1.9,0,,2015,unvalidated
2015-02-16,Germany,United States,7,-1.7714285714285716,-5.0,0,,2015,moderate
2015-02-16,India,China,13,2.269230769230769,1.0,0,,2015,moderate
2015-02-16,India,France,2,-2.0,-2.0,0,,2015,unvalidated
2015-02-16,India,Japan,3,-1.0,-9.0,0,,2015,unvalidated
2015-02-16,India,United States,37,2.6972972972972973,-2.0,0,,2015,low
2015-02-16,Japan,China,6,4.3999999999999995,1.0,0,,2015,moderate
2015-02-16,Japan,Denmark,4,3.375,0.0,0,,2015,unvalidated
2015-02-16,Japan,Germany,2,-1.1,-5.0,0,,2015,unvalidated
2015-02-16,Japan,South Korea,15,2.646666666666667,1.0,0,,2015,unvalidated
2015-02-16,Japan,United States,20,2.4,-6.5,0,,2015,unvalidated
2015-02-16,Mexico,China,1,3.0,3.0,0,,2015,unvalidated
2015-02-16,Mexico,United States,4,-9.5,-9.5,0,,2015,moderate
2015-02-16,South Korea,China,3,1.8999999999999997,1.0,0,,2015,moderate
2015-02-16,South Korea,Japan,21,-0.7904761904761906,-6.5,0,,2015,unvalidated
2015-02-16,South Korea,United States,7,2.142857142857143,1.0,0,,2015,unvalidated
2015-02-16,United States,Brazil,5,1.72,1.0,0,,2015,low
2015-02-16,United States,Canada,3,2.8666666666666667,0.0,0,,2015,low
2015-02-16,United States,China,8,2.8375,0.0,0,,2015,high
2015-02-16,United States,Denmark,15,2.9866666666666664,0.0,0,,2015,low_use_EUR_proxy
2015-02-16,United States,France,12,2.4,-0.4,0,,2015,unvalidated
2015-02-16,United States,Germany,4,2.65,-0.4,0,,2015,moderate
