week_start,source_country,target_country,event_count,avg_intensity,min_intensity,trade_event_count,trade_avg_intensity
2015-08-25,United States,Japan,46,2.752173913043478,-9.2,0,
2015-08-25,United States,Mexico,7,-1.0,-4.0,0,
2015-08-25,United States,South Korea,8,3.425,0.0,0,
2015-09-01,Brazil,China,1,4.0,4.0,0,
2015-09-01,Brazil,France,2,2.95,1.9,0,
2015-09-01,Brazil,India,1,4.0,4.0,0,
2015-09-01,Brazil,Japan,2,4.0,4.0,0,
2015-09-01,Brazil,United States,2,5.2,5.2,0,
2015-09-01,Canada,China,3,-0.6666666666666666,-2.0,0,
2015-09-01,Canada,France,1,1.9,1.9,0,
2015-09-01,Canada,United States,4,-0.125,-5.0,0,
2015-09-01,China,Brazil,1,4.0,4.0,0,
2015-09-01,China,France,8,3.85,0.0,0,
2015-09-01,China,Germany,3,4.733333333333333,2.8,0,
2015-09-01,China,India,3,3.9333333333333336,2.8,0,
2015-09-01,China,Japan,19,0.431578947368421,-5.0,0,
2015-09-01,China,South Korea,127,3.611023622047244,-0.4,0,
2015-09-01,China,United States,27,2.888888888888889,-0.4,0,
2015-09-01,Denmark,Japan,7,3.8285714285714287,3.4,0,
2015-09-01,France,Brazil,1,2.8,2.8,0,
2015-09-01,France,Canada,1,2.8,2.8,0,
2015-09-01,France,China,9,3.2333333333333334,-5.0,0,
2015-09-01,France,Germany,33,4.303030303030303,-2.0,0,
2015-09-01,France,India,1,4.0,4.0,0,
2015-09-01,Germany,China,3,3.3000000000000003,0.0,0,
2015-09-01,Germany,France,26,5.115384615384615,1.0,0,
2015-09-01,Germany,India,1,4.0,4.0,0,
2015-09-01,Germany,United States,1,1.0,1.0,0,
2015-09-01,India,Brazil,2,-2.75,-9.5,0,
2015-09-01,India,China,2,2.95,1.9,0,
2015-09-01,India,Japan,5,-4.64,-9.0,0,
2015-09-01,India,United States,12,0.11666666666666663,-9.0,0,
2015-09-01,Japan,China,24,1.7208333333333332,-10.0,0,
2015-09-01,Japan,Denmark,2,4.0,4.0,0,
2015-09-01,Japan,France,1,0.0,0.0,0,
2015-09-01,Japan,India,2,2.8,2.8,0,
2015-09-01,Japan,South Korea,17,1.2294117647058822,-2.0,0,
2015-09-01,Japan,United States,5,1.6,0.0,0,
2015-09-01,Mexico,United States,6,-3.3666666666666667,-9.5,0,
2015-09-01,South Korea,China,145,3.2144827586206897,0.0,0,
2015-09-01,South Korea,India,2,4.5,4.0,0,
2015-09-01,South Korea,Japan,13,1.4692307692307693,-5.0,0,
2015-09-01,South Korea,United States,15,3.6599999999999997,0.0,0,
2015-09-01,United States,Canada,3,2.5,1.0,0,
2015-09-01,United States,China,42,0.4357142857142857,-8.0,2,-8.0
2015-09-01,United States,France,1,0.0,0.0,0,
2015-09-01,United States,Germany,5,-1.6,-5.0,0,
2015-09-01,United States,India,28,0.5035714285714284,-4.4,0,
2015-09-01,United States,Japan,5,2.6,0.0,0,
2015-09-01,United States,Mexico,9,-1.7333333333333334,-6.5,0,
2015-09-01,United States,South Korea,12,3.3833333333333333,-7.2,0,
2015-09-08,Brazil,United States,2,-2.0,-2.0,0,
2015-09-08,Canada,Mexico,2,1.0,1.0,0,
2015-09-08,Canada,United States,3,0.6666666666666666,0.0,0,
2015-09-08,China,France,2,3.4,3.4,0,
2015-09-08,China,Germany,2,3.4,3.4,0,
2015-09-08,China,India,1,0.0,0.0,0,
2015-09-08,China,Japan,17,2.2764705882352945,-10.0,0,
2015-09-08,China,South Korea,18,3.8000000000000003,2.8,0,
2015-09-08,China,United States,90,2.462222222222222,-5.0,0,
2015-09-08,Denmark,Germany,1,-4.0,-4.0,0,
2015-09-08,Denmark,Japan,5,1.9,1.9,0,
2015-09-08,France,Germany,23,3.4434782608695653,0.0,0,
2015-09-08,France,India,4,1.45,1.0,0,
2015-09-08,France,United States,1,0.0,0.0,0,
2015-09-08,Germany,Canada,1,0.0,0.0,0,
2015-09-08,Germany,France,18,3.611111111111111,1.0,0,
2015-09-08,Germany,United States,7,2.542857142857143,1.0,0,
2015-09-08,India,China,3,2.733333333333333,0.0,0,
2015-09-08,India,France,4,1.9,1.0,0,
2015-09-08,India,Japan,11,0.3909090909090908,-10.0,0,
2015-09-08,India,South Korea,7,2.1,1.0,0,
2015-09-08,India,United States,27,1.6407407407407406,-5.0,0,
2015-09-08,Japan,Canada,3,4.0,4.0,0,
2015-09-08,Japan,China,16,3.4875,1.0,0,
2015-09-08,Japan,Denmark,7,2.857142857142857,2.8,0,
2015-09-08,Japan,India,8,2.3249999999999997,1.0,0,
2015-09-08,Japan,Mexico,4,4.0,4.0,0,
2015-09-08,Japan,South Korea,17,3.158823529411765,-2.0,0,
2015-09-08,Japan,United States,17,2.635294117647059,-5.0,0,
2015-09-08,Mexico,Canada,2,1.0,1.0,0,
2015-09-08,Mexico,United States,9,-1.911111111111111,-9.5,0,
2015-09-08,South Korea,China,26,3.292307692307692,0.0,0,
2015-09-08,South Korea,India,5,2.0799999999999996,1.0,0,
2015-09-08,South Korea,Japan,14,2.9071428571428575,-2.0,0,
2015-09-08,South Korea,United States,23,2.4608695652173913,-9.0,0,
2015-09-08,United States,Canada,6,1.9000000000000001,0.0,0,
2015-09-08,United States,China,81,1.7617283950617282,-5.8,0,
2015-09-08,United States,Germany,8,0.6875,-2.0,0,
2015-09-08,United States,India,19,0.7368421052631579,-5.0,0,
2015-09-08,United States,Japan,12,3.6999999999999997,1.0,0,
2015-09-08,United States,Mexico,10,-3.5,-10.0,1,-8.0
2015-09-08,United States,South Korea,5,2.9,1.9,0,
2015-09-15,Brazil,Mexico,2,0.5,0.0,0,
2015-09-15,Canada,India,2,2.8,2.8,0,
2015-09-15,Canada,Japan,1,1.0,1.0,0,
2015-09-15,Canada,Mexico,1,1.0,1.0,0,
2015-09-15,Canada,United States,2,1.0,1.0,0,
2015-09-15,China,France,7,3.6142857142857143,0.0,0,
2015-09-15,China,Germany,3,4.5,4.5,0,
2015-09-15,China,India,3,-1.4666666666666668,-7.2,0,
2015-09-15,China,Japan,15,1.6933333333333331,-2.0,0,
2015-09-15,China,South Korea,8,4.15,-0.4,0,
2015-09-15,China,United States,193,3.126943005181347,-5.0,0,
2015-09-15,Denmark,United States,1,-6.5,-6.5,0,
2015-09-15,France,China,5,3.78,1.0,0,
2015-09-15,France,Germany,7,1.5571428571428572,0.0,0,
2015-09-15,France,India,2,1.9,1.9,0,
2015-09-15,France,South Korea,6,2.983333333333333,1.0,0,
2015-09-15,France,United States,4,1.4,-4.4,0,
2015-09-15,Germany,China,3,4.0,4.0,0,
2015-09-15,Germany,France,4,2.95,1.0,0,
2015-09-15,Germany,India,5,4.0,4.0,0,
2015-09-15,Germany,South Korea,2,4.0,4.0,0,
2015-09-15,Germany,United States,15,1.7533333333333334,1.0,0,
2015-09-15,India,Canada,2,1.9,1.9,0,
2015-09-15,India,China,6,0.9833333333333334,0.0,0,
2015-09-15,India,France,2,2.8,2.8,0,
2015-09-15,India,South Korea,2,4.0,4.0,0,
2015-09-15,India,United States,57,1.9210526315789473,-9.0,0,
2015-09-15,Japan,Canada,1,1.0,1.0,0,
2015-09-15,Japan,China,6,1.0,-2.0,0,
2015-09-15,Japan,Mexico,2,1.75,1.0,0,
2015-09-15,Japan,South Korea,11,1.7090909090909092,-9.5,0,
2015-09-15,Japan,United States,16,2.9625,1.0,0,
2015-09-15,Mexico,Brazil,1,1.0,1.0,0,
2015-09-15,Mexico,Canada,1,1.0,1.0,0,
2015-09-15,Mexico,Japan,2,1.75,1.0,0,
2015-09-15,Mexico,United States,2,1.0,1.0,0,
2015-09-15,South Korea,China,4,6.45,3.8,0,
2015-09-15,South Korea,France,7,2.742857142857143,1.0,0,
2015-09-15,South Korea,Japan,16,0.91875,-5.8,0,
2015-09-15,South Korea,United States,23,1.5739130434782609,-6.5,0,
2015-09-15,United States,Canada,5,1.1199999999999999,-5.0,0,
2015-09-15,United States,China,144,1.9486111111111108,-8.0,1,-8.0
2015-09-15,United States,France,2,6.0,4.0,0,
2015-09-15,United States,Germany,35,0.7542857142857142,-5.0,0,
2015-09-15,United States,India,47,1.6340425531914893,-6.5,0,
2015-09-15,United States,Japan,19,3.0210526315789474,1.0,0,
2015-09-15,United States,Mexico,7,-1.5714285714285714,-8.0,1,-8.0
2015-09-15,United States,South Korea,10,3.28,1.0,0,
2015-09-22,Brazil,China,1,0.0,0.0,0,
2015-09-22,Brazil,France,2,0.5,0.0,0,
2015-09-22,Brazil,Germany,5,2.8,1.0,0,
2015-09-22,Brazil,India,2,1.45,1.0,0,
2015-09-22,Brazil,Japan,7,2.2857142857142856,1.0,0,
2015-09-22,Brazil,South Korea,1,1.0,1.0,0,
2015-09-22,Brazil,United States,9,1.0444444444444443,-4.0,0,
2015-09-22,Canada,Japan,1,4.0,4.0,0,
2015-09-22,Canada,Mexico,1,4.0,4.0,0,
2015-09-22,Canada,United States,4,1.125,0.0,0,
2015-09-22,China,Brazil,4,3.95,3.4,0,
2015-09-22,China,Denmark,2,1.45,1.0,0,
2015-09-22,China,France,3,4.333333333333333,1.0,0,
2015-09-22,China,Germany,1,1.0,1.0,0,
2015-09-22,China,India,7,3.057142857142857,1.0,0,
2015-09-22,China,Japan,3,3.0,1.0,0,
2015-09-22,China,South Korea,13,2.476923076923077,1.0,0,
2015-09-22,China,United States,565,2.3051327433628317,-9.0,0,
2015-09-22,Denmark,China,2,1.9,1.0,0,
2015-09-22,France,Brazil,1,1.0,1.0,0,
2015-09-22,France,China,5,2.6,0.0,0,
2015-09-22,France,Germany,3,2.0,1.0,0,
2015-09-22,France,India,2,2.2,1.0,0,
2015-09-22,France,Japan,7,3.1285714285714286,0.0,0,
2015-09-22,France,United States,6,4.6000000000000005,1.9,0,
2015-09-22,Germany,Brazil,5,2.8,1.0,0,
2015-09-22,Germany,China,1,1.0,1.0,0,
2015-09-22,Germany,France,9,3.3333333333333335,1.0,0,
2015-09-22,Germany,India,2,3.75,3.5,0,
2015-09-22,Germany,Japan,5,2.6,0.0,0,
2015-09-22,Germany,United States,20,-0.14999999999999997,-10.0,0,
2015-09-22,India,Brazil,3,2.6,1.0,0,
2015-09-22,India,China,6,2.3000000000000003,1.0,0,
2015-09-22,India,France,2,-2.0,-5.0,0,
2015-09-22,India,Germany,1,4.0,4.0,0,
2015-09-22,India,Japan,3,5.0,4.0,0,
2015-09-22,India,South Korea,3,4.3,1.9,0,
2015-09-22,India,United States,240,2.2954166666666667,-6.5,0,
2015-09-22,Japan,Brazil,7,2.2857142857142856,1.0,0,
2015-09-22,Japan,Canada,1,4.0,4.0,0,
2015-09-22,Japan,China,4,2.25,0.0,0,
2015-09-22,Japan,France,3,3.6,2.8,0,
2015-09-22,Japan,Germany,4,3.25,1.0,0,
2015-09-22,Japan,India,1,7.0,7.0,0,
2015-09-22,Japan,Mexico,1,4.0,4.0,0,
2015-09-22,Japan,South Korea,37,2.264864864864865,-2.0,0,
2015-09-22,Japan,United States,41,2.8048780487804876,-5.0,0,
2015-09-22,Mexico,Canada,1,4.0,4.0,0,
2015-09-22,Mexico,India,1,-2.0,-2.0,0,
2015-09-22,Mexico,Japan,1,4.0,4.0,0,
2015-09-22,Mexico,United States,4,2.25,0.0,0,
2015-09-22,South Korea,Brazil,1,1.0,1.0,0,
2015-09-22,South Korea,China,13,1.5846153846153848,0.0,0,
2015-09-22,South Korea,France,2,0.0,-0.4,0,
2015-09-22,South Korea,Germany,1,3.4,3.4,0,
2015-09-22,South Korea,India,3,4.266666666666667,2.8,0,
2015-09-22,South Korea,Japan,47,2.106382978723404,-5.0,0,
2015-09-22,South Korea,United States,59,2.106779661016949,-5.0,0,
2015-09-22,United States,Brazil,9,2.0888888888888886,0.0,0,
2015-09-22,United States,Canada,3,1.4666666666666668,0.0,0,
2015-09-22,United States,China,553,2.31627486437613,-6.5,0,
2015-09-22,United States,Denmark,1,-5.0,-5.0,0,
2015-09-22,United States,France,12,3.5416666666666665,-5.0,0,
2015-09-22,United States,Germany,14,1.0,-5.0,0,
2015-09-22,United States,India,243,2.540329218106996,-10.0,0,
2015-09-22,United States,Japan,29,2.3068965517241375,-7.2,0,
2015-09-22,United States,Mexico,4,1.75,-2.0,0,
2015-09-22,United States,South Korea,38,2.7026315789473685,-5.0,0,
2015-09-29,Brazil,China,1,1.0,1.0,0,
2015-09-29,Brazil,Germany,1,5.2,5.2,0,
2015-09-29,Brazil,India,1,1.0,1.0,0,
2015-09-29,Brazil,United States,1,1.9,1.9,0,
2015-09-29,Canada,Japan,3,5.333333333333333,0.0,0,
2015-09-29,Canada,Mexico,2,8.0,8.0,0,
2015-09-29,Canada,United States,6,2.8000000000000003,-2.0,0,
2015-09-29,China,Brazil,1,1.0,1.0,0,
2015-09-29,China,Denmark,1,1.0,1.0,0,
2015-09-29,China,France,2,4.5,1.0,0,
2015-09-29,China,India,5,3.96,1.0,0,
2015-09-29,China,Japan,27,-1.9925925925925925,-5.0,0,
2015-09-29,China,Mexico,2,1.9,1.9,0,
2015-09-29,China,South Korea,6,1.8,1.0,0,
2015-09-29,China,United States,68,2.3838235294117647,-5.0,0,
2015-09-29,Denmark,China,1,1.0,1.0,0,
2015-09-29,Denmark,Japan,1,2.5,2.5,0,
2015-09-29,Denmark,United States,3,3.0,3.0,0,
2015-09-29,France,China,3,3.0,0.0,0,
2015-09-29,France,Germany,18,3.0277777777777777,-0.4,0,
2015-09-29,France,India,2,4.6,2.8,0,
2015-09-29,France,Japan,14,2.7357142857142853,0.0,0,
2015-09-29,France,United States,5,1.6,-2.0,0,
2015-09-29,Germany,France,17,3.2294117647058824,0.4,0,
2015-09-29,Germany,India,83,3.719277108433735,1.0,0,
2015-09-29,Germany,United States,5,1.86,1.0,0,
2015-09-29,India,Brazil,1,1.0,1.0,0,
2015-09-29,India,Canada,1,0.0,0.0,0,
2015-09-29,India,China,4,2.25,0.0,0,
2015-09-29,India,Denmark,1,-9.0,-9.0,0,
2015-09-29,India,France,1,1.9,1.9,0,
2015-09-29,India,Germany,56,3.5625,0.0,0,
2015-09-29,India,Japan,13,2.1076923076923078,1.0,0,
2015-09-29,India,South Korea,3,2.2666666666666666,1.9,0,
2015-09-29,India,United States,58,1.7758620689655173,-4.0,0,
2015-09-29,Japan,Canada,2,8.0,8.0,0,
2015-09-29,Japan,China,15,1.3933333333333333,-2.0,0,
2015-09-29,Japan,Denmark,1,2.5,2.5,0,
2015-09-29,Japan,France,15,2.86,0.0,0,
2015-09-29,Japan,India,11,2.6363636363636362,1.0,0,
2015-09-29,Japan,Mexico,2,8.0,8.0,0,
2015-09-29,Japan,South Korea,44,2.2295454545454545,-9.0,0,
2015-09-29,Japan,United States,57,2.794736842105263,-5.0,0,
2015-09-29,Mexico,Canada,2,8.0,8.0,0,
2015-09-29,Mexico,China,2,2.8,2.8,0,
2015-09-29,Mexico,Japan,2,8.0,8.0,0,
2015-09-29,Mexico,United States,10,4.36,-5.0,0,
2015-09-29,South Korea,Canada,1,7.0,7.0,0,
2015-09-29,South Korea,China,8,2.3,1.0,0,
2015-09-29,South Korea,France,1,0.4,0.4,0,
2015-09-29,South Korea,Germany,2,3.4,3.4,0,
2015-09-29,South Korea,India,2,2.8,2.8,0,
2015-09-29,South Korea,Japan,33,2.2393939393939397,0.0,0,
2015-09-29,South Korea,United States,35,2.551428571428571,-4.0,0,
2015-09-29,United States,Brazil,1,2.8,2.8,0,
2015-09-29,United States,Canada,14,0.8857142857142856,-5.0,0,
2015-09-29,United States,China,75,2.916,-2.0,0,
2015-09-29,United States,France,5,2.9,0.0,0,
2015-09-29,United States,Germany,6,0.6,-2.0,0,
2015-09-29,United States,India,56,2.2785714285714285,-4.4,0,
2015-09-29,United States,Japan,59,2.6915254237288133,-10.0,0,
2015-09-29,United States,Mexico,11,-0.43636363636363645,-7.2,0,
2015-09-29,United States,South Korea,32,2.93125,-2.0,0,
2015-10-06,Brazil,France,1,0.0,0.0,0,
2015-10-06,Brazil,India,1,-5.6,-5.6,0,
2015-10-06,Canada,Brazil,2,-1.0,-2.0,0,
2015-10-06,Canada,China,4,2.4499999999999997,-0.4,0,
2015-10-06,Canada,France,1,0.0,0.0,0,
2015-10-06,Canada,Germany,3,8.0,8.0,0,
2015-10-06,Canada,India,1,3.4,3.4,0,
2015-10-06,Canada,Mexico,1,1.0,1.0,0,
2015-10-06,Canada,United States,12,-1.5,-5.0,0,
2015-10-06,China,Germany,1,2.8,2.8,0,
2015-10-06,China,India,7,3.957142857142857,1.9,0,
2015-10-06,China,Japan,62,2.074193548387097,-5.0,0,
2015-10-06,China,South Korea,20,3.81,1.0,0,
2015-10-06,China,United States,38,2.0868421052631576,-2.0,0,
2015-10-06,Denmark,India,2,2.8,2.8,0,
2015-10-06,France,China,1,-5.0,-5.0,0,
2015-10-06,France,Germany,7,1.8571428571428572,1.0,0,
2015-10-06,France,India,1,1.0,1.0,0,
2015-10-06,France,Japan,1,3.0,3.0,0,
2015-10-06,France,South Korea,4,2.975,1.0,0,
2015-10-06,France,United States,3,1.3333333333333333,0.0,0,
2015-10-06,Germany,Canada,3,8.0,8.0,0,
2015-10-06,Germany,China,1,1.9,1.9,0,
2015-10-06,Germany,France,8,2.0625,1.0,0,
2015-10-06,Germany,India,8,3.1875,1.0,0,
2015-10-06,Germany,South Korea,7,2.4,0.0,0,
2015-10-06,Germany,United States,9,3.988888888888889,0.0,0,
2015-10-06,India,China,8,3.4125,-0.4,0,
2015-10-06,India,Denmark,3,-1.7333333333333334,-9.0,0,
2015-10-06,India,France,2,2.5,1.0,0,
2015-10-06,India,Germany,9,3.0666666666666664,1.0,0,
2015-10-06,India,Japan,1,0.0,0.0,0,
2015-10-06,India,United States,14,1.5785714285714287,-2.0,0,
2015-10-06,Japan,Brazil,1,4.0,4.0,0,
2015-10-06,Japan,China,47,2.265957446808511,-9.5,0,
2015-10-06,Japan,South Korea,29,1.975862068965517,-5.0,0,
2015-10-06,Japan,United States,11,4.027272727272727,-5.0,0,
2015-10-06,Mexico,Canada,1,1.0,1.0,0,
2015-10-06,Mexico,United States,1,3.5,3.5,0,
2015-10-06,South Korea,China,19,3.7315789473684213,1.0,0,
2015-10-06,South Korea,France,4,3.2,1.0,0,
2015-10-06,South Korea,Germany,10,3.46,1.0,0,
2015-10-06,South Korea,Japan,27,2.814814814814815,0.0,0,
2015-10-06,South Korea,United States,48,3.764583333333333,1.0,0,
2015-10-06,United States,Canada,5,-3.6,-9.0,0,
2015-10-06,United States,China,47,2.195744680851064,-5.0,0,
2015-10-06,United States,France,3,3.0,1.0,0,
2015-10-06,United States,Germany,8,3.6875,0.0,0,
2015-10-06,United States,India,13,1.7846153846153845,-4.0,0,
2015-10-06,United States,Japan,8,4.925,-2.0,0,
2015-10-06,United States,Mexico,2,-10.0,-10.0,0,
2015-10-06,United States,South Korea,22,3.936363636363636,1.0,0,
2015-10-13,Brazil,China,2,0.5,0.0,0,
2015-10-13,Brazil,United States,2,-2.0,-4.0,0,
2015-10-13,Canada,China,2,4.0,3.5,0,
2015-10-13,Canada,United States,2,0.7,-2.0,0,
2015-10-13,China,Brazil,1,1.0,1.0,0,
2015-10-13,China,Canada,3,2.6666666666666665,0.0,0,
2015-10-13,China,France,1,7.0,7.0,0,
2015-10-13,China,India,8,0.2375000000000001,-9.5,0,
2015-10-13,China,Japan,86,1.8476744186046512,-5.0,0,
2015-10-13,China,South Korea,16,2.3375,-5.0,0,
2015-10-13,China,United States,51,2.0,-5.0,0,
2015-10-13,France,China,1,7.0,7.0,0,
2015-10-13,France,Germany,8,4.475,-2.0,0,
2015-10-13,France,United States,8,4.625,1.0,0,
2015-10-13,Germany,France,7,5.271428571428571,1.0,0,
2015-10-13,Germany,India,1,4.0,4.0,0,
2015-10-13,Germany,South Korea,2,5.0,3.0,0,
2015-10-13,Germany,United States,13,2.5923076923076924,-6.5,0,
2015-10-13,India,China,6,1.8166666666666667,0.0,0,
2015-10-13,India,Germany,3,6.266666666666667,4.0,0,
2015-10-13,India,Japan,7,5.1571428571428575,1.0,0,
2015-10-13,India,South Korea,1,1.9,1.9,0,
2015-10-13,India,United States,12,-0.10833333333333332,-5.0,0,
2015-10-13,Japan,China,86,2.2534883720930234,-10.0,0,
2015-10-13,Japan,India,3,3.9333333333333336,1.0,0,
2015-10-13,Japan,Mexico,1,7.0,7.0,0,
2015-10-13,Japan,South Korea,53,3.1962264150943396,-9.5,0,
2015-10-13,Japan,United States,18,0.7388888888888889,-10.0,0,
2015-10-13,Mexico,United States,3,2.1,0.0,0,
2015-10-13,South Korea,China,19,2.531578947368421,0.0,0,
2015-10-13,South Korea,Germany,3,4.666666666666667,3.0,0,
2015-10-13,South Korea,India,1,2.8,2.8,0,
2015-10-13,South Korea,Japan,63,1.9126984126984128,-5.0,0,
2015-10-13,South Korea,United States,143,2.374125874125874,-5.0,0,
2015-10-13,United States,Brazil,1,0.0,0.0,0,
2015-10-13,United States,Canada,4,-2.5,-4.0,0,
2015-10-13,United States,China,55,2.2345454545454544,-5.0,0,
2015-10-13,United States,France,12,3.0,-5.0,0,
2015-10-13,United States,Germany,8,3.8,0.0,0,
2015-10-13,United States,India,18,1.1277777777777778,-7.2,0,
2015-10-13,United States,Japan,15,-1.4866666666666668,-10.0,0,
2015-10-13,United States,Mexico,3,0.1333333333333333,-5.0,0,
2015-10-13,United States,South Korea,140,2.757142857142857,-4.0,0,
2015-10-20,Brazil,India,1,2.8,2.8,0,
2015-10-20,Brazil,United States,1,7.0,7.0,0,
2015-10-20,Canada,France,1,4.0,4.0,0,
2015-10-20,Canada,India,3,3.6,2.8,0,
2015-10-20,Canada,United States,27,2.1814814814814816,0.0,0,
2015-10-20,China,Canada,4,3.675,3.4,0,
2015-10-20,China,Denmark,5,0.86,-2.0,0,
2015-10-20,China,France,3,8.0,8.0,0,
2015-10-20,China,Germany,7,2.514285714285714,-5.0,0,
2015-10-20,China,India,6,3.75,1.0,0,
2015-10-20,China,Japan,48,2.4833333333333334,-10.0,0,
2015-10-20,China,South Korea,70,3.7300000000000004,1.0,0,
2015-10-20,China,United States,24,1.5333333333333332,-5.0,0,
2015-10-20,Denmark,China,5,1.48,-4.0,0,
2015-10-20,France,China,3,8.0,8.0,0,
2015-10-20,France,Germany,5,4.2,1.0,0,
2015-10-20,France,South Korea,1,4.0,4.0,0,
2015-10-20,France,United States,6,1.0,-10.0,0,
2015-10-20,Germany,China,9,3.511111111111111,1.9,0,
2015-10-20,Germany,France,5,4.2,1.0,0,
2015-10-20,Germany,India,3,2.1999999999999997,1.9,0,
2015-10-20,Germany,United States,16,2.725,-0.4,0,
2015-10-20,India,Brazil,1,1.9,1.9,0,
2015-10-20,India,Canada,10,3.01,0.0,0,
2015-10-20,India,China,7,2.7142857142857144,0.0,0,
2015-10-20,India,Germany,3,2.5,1.9,0,
2015-10-20,India,United States,19,2.2578947368421054,-2.0,0,
2015-10-20,Japan,China,33,3.0212121212121215,-5.0,0,
2015-10-20,Japan,South Korea,67,2.601492537313433,-5.0,0,
2015-10-20,Japan,United States,12,2.1,-2.0,0,
2015-10-20,Mexico,Brazil,1,0.0,0.0,0,
2015-10-20,Mexico,United States,3,-9.166666666666666,-9.5,0,
2015-10-20,South Korea,China,41,3.6707317073170733,1.0,0,
2015-10-20,South Korea,Japan,72,1.9680555555555554,-5.0,0,
2015-10-20,South Korea,United States,25,3.8480000000000003,1.9,0,
2015-10-20,United States,Brazil,1,4.0,4.0,0,
2015-10-20,United States,Canada,31,2.0387096774193547,0.0,0,
2015-10-20,United States,China,27,1.8518518518518519,-5.0,0,
2015-10-20,United States,France,5,1.4,-9.0,0,
2015-10-20,United States,Germany,20,2.9050000000000002,1.0,0,
2015-10-20,United States,India,21,-1.0761904761904764,-6.5,0,
2015-10-20,United States,Japan,12,1.0,-10.0,0,
2015-10-20,United States,Mexico,2,-0.25,-5.0,0,
2015-10-20,United States,South Korea,33,3.309090909090909,-8.0,1,-8.0
2015-10-27,Brazil,Germany,2,2.45,1.9,0,
2015-10-27,Brazil,India,1,3.0,3.0,0,
2015-10-27,Brazil,Japan,2,2.9,2.8,0,
2015-10-27,Brazil,United States,4,1.5999999999999999,-2.0,0,
2015-10-27,Canada,Brazil,2,-5.0,-5.0,0,
2015-10-27,Canada,China,1,4.0,4.0,0,
2015-10-27,Canada,France,1,4.0,4.0,0,
2015-10-27,Canada,India,1,5.2,5.2,0,
2015-10-27,Canada,Japan,4,2.35,0.4,0,
2015-10-27,Canada,South Korea,1,0.4,0.4,0,
2015-10-27,Canada,United States,11,0.9545454545454546,-5.0,0,
2015-10-27,China,Canada,4,3.95,3.4,0,
2015-10-27,China,Denmark,2,1.9,1.0,0,
2015-10-27,China,France,13,2.853846153846154,0.4,0,
2015-10-27,China,Germany,36,3.461111111111111,1.0,0,
2015-10-27,China,India,20,2.565,-7.2,0,
2015-10-27,China,Japan,185,3.2675675675675677,-5.0,0,
2015-10-27,China,South Korea,224,3.0375,-5.0,0,
2015-10-27,China,United States,141,0.4475177304964539,-5.0,0,
2015-10-27,Denmark,China,3,2.3000000000000003,1.0,0,
2015-10-27,France,China,11,3.272727272727273,1.9,0,
2015-10-27,France,Germany,9,2.7777777777777777,0.0,0,
2015-10-27,France,India,5,1.3199999999999998,0.0,0,
2015-10-27,France,United States,11,2.909090909090909,0.0,0,
2015-10-27,Germany,Brazil,2,2.9,2.8,0,
2015-10-27,Germany,China,47,3.0595744680851067,0.0,0,
2015-10-27,Germany,France,8,3.625,1.0,0,
2015-10-27,Germany,India,1,3.0,3.0,0,
2015-10-27,Germany,Japan,1,3.0,3.0,0,
2015-10-27,Germany,United States,11,0.609090909090909,-5.0,0,
2015-10-27,India,Brazil,2,-1.0,-5.0,0,
2015-10-27,India,China,7,3.4857142857142853,2.8,0,
2015-10-27,India,Denmark,2,0.0,0.0,0,
2015-10-27,India,France,3,1.5999999999999999,1.0,0,
2015-10-27,India,Germany,1,3.0,3.0,0,
2015-10-27,India,Japan,1,3.0,3.0,0,
2015-10-27,India,United States,17,-1.5235294117647058,-5.0,0,
2015-10-27,Japan,Brazil,2,2.45,1.9,0,
2015-10-27,Japan,Canada,4,3.1,1.0,0,
2015-10-27,Japan,China,172,3.6284883720930234,-2.0,0,
2015-10-27,Japan,France,1,4.0,4.0,0,
2015-10-27,Japan,Germany,1,3.0,3.0,0,
2015-10-27,Japan,India,1,3.0,3.0,0,
2015-10-27,Japan,South Korea,252,3.3797619047619047,-5.0,0,
2015-10-27,Japan,United States,11,1.6181818181818182,-5.0,0,
2015-10-27,Mexico,United States,3,-3.0,-10.0,0,
2015-10-27,South Korea,China,197,3.350253807106599,0.0,0,
2015-10-27,South Korea,France,1,0.0,0.0,0,
2015-10-27,South Korea,Japan,268,3.0559701492537314,-6.5,0,
2015-10-27,South Korea,United States,60,3.731666666666667,0.0,0,
2015-10-27,United States,Brazil,3,1.8999999999999997,1.9,0,
2015-10-27,United States,Canada,7,1.4142857142857144,-5.0,0,
2015-10-27,United States,China,97,1.2855670103092784,-5.0,0,
2015-10-27,United States,France,11,3.272727272727273,1.0,0,
2015-10-27,United States,Germany,16,-2.5,-10.0,0,
2015-10-27,United States,India,17,-0.9352941176470588,-10.0,0,
2015-10-27,United States,Japan,6,-0.03333333333333344,-7.2,0,
2015-10-27,United States,Mexico,6,-0.7666666666666666,-10.0,0,
2015-10-27,United States,South Korea,71,3.2535211267605635,-7.2,0,
2015-11-03,Brazil,France,1,4.0,4.0,0,
2015-11-03,Brazil,Japan,2,3.7,3.4,0,
2015-11-03,Canada,China,1,1.0,1.0,0,
2015-11-03,Canada,France,8,-0.75,-5.0,0,
2015-11-03,Canada,United States,30,0.3733333333333333,-5.0,0,
2015-11-03,China,Canada,1,1.0,1.0,0,
2015-11-03,China,France,6,5.316666666666666,1.0,0,
