week_start,source_country,target_country,event_count,avg_intensity,min_intensity,trade_event_count,trade_avg_intensity
2014-12-30,Brazil,India,1,2.8,2.8,0,
2014-12-30,Brazil,United States,7,1.4285714285714286,1.0,0,
2014-12-30,Canada,United States,1,1.0,1.0,0,
2014-12-30,China,India,2,-2.2,-4.4,0,
2014-12-30,China,Japan,8,5.625,3.0,0,
2014-12-30,China,South Korea,11,1.2727272727272727,-7.0,0,
2014-12-30,China,United States,1,7.0,7.0,0,
2014-12-30,France,Germany,10,2.8,1.0,0,
2014-12-30,France,India,2,3.4,2.8,0,
2014-12-30,France,United States,1,0.0,0.0,0,
2014-12-30,Germany,France,9,2.6666666666666665,1.0,0,
2014-12-30,Germany,South Korea,2,7.4,7.4,0,
2014-12-30,India,Brazil,1,1.9,1.9,0,
2014-12-30,India,China,1,0.0,0.0,0,
2014-12-30,India,France,3,0.6333333333333333,0.0,0,
2014-12-30,India,Japan,14,-5.578571428571428,-9.0,0,
2014-12-30,India,South Korea,2,1.0,1.0,0,
2014-12-30,India,United States,17,2.052941176470588,-4.4,0,
2014-12-30,Japan,China,8,5.6875,3.5,0,
2014-12-30,Japan,India,1,2.8,2.8,0,
2014-12-30,Japan,South Korea,3,4.5,3.0,0,
2014-12-30,Japan,United States,3,2.8000000000000003,1.0,0,
2014-12-30,Mexico,United States,3,3.0,1.0,0,
2014-12-30,South Korea,China,13,1.7538461538461538,-9.0,0,
2014-12-30,South Korea,India,3,0.6666666666666666,0.0,0,
2014-12-30,South Korea,Japan,5,-2.2,-5.0,0,
2014-12-30,South Korea,United States,4,2.5,-2.0,0,
2014-12-30,United States,Brazil,8,1.675,1.0,0,
2014-12-30,United States,Canada,1,1.0,1.0,0,
2014-12-30,United States,China,10,2.2399999999999998,-2.0,0,
2014-12-30,United States,India,25,2.436,0.0,0,
2014-12-30,United States,Japan,2,0.7,0.4,0,
2014-12-30,United States,Mexico,4,-3.25,-9.0,0,
2014-12-30,United States,South Korea,1,0.0,0.0,0,
2015-01-06,Brazil,France,1,3.4,3.4,0,
2015-01-06,Brazil,United States,1,-0.1,-0.1,0,
2015-01-06,Canada,France,6,2.033333333333333,0.0,0,
2015-01-06,Canada,United States,2,1.7,0.0,0,
2015-01-06,China,Canada,1,4.5,4.5,0,
2015-01-06,China,France,10,2.5,0.0,0,
2015-01-06,China,Germany,1,0.4,0.4,0,
2015-01-06,China,Japan,23,3.260869565217391,-7.2,0,
2015-01-06,China,South Korea,9,2.1555555555555554,-5.0,0,
2015-01-06,China,United States,14,1.657142857142857,-0.4,0,
2015-01-06,Denmark,France,4,2.7,-2.0,0,
2015-01-06,Denmark,India,1,-9.0,-9.0,0,
2015-01-06,France,Canada,2,2.0,1.0,0,
2015-01-06,France,China,2,-2.3,-5.0,0,
2015-01-06,France,Germany,54,1.8944444444444444,-10.0,0,
2015-01-06,France,India,1,3.4,3.4,0,
2015-01-06,France,Japan,6,2.433333333333333,0.0,0,
2015-01-06,France,South Korea,1,3.0,3.0,0,
2015-01-06,France,United States,27,2.8814814814814813,0.0,0,
2015-01-06,Germany,China,1,0.4,0.4,0,
2015-01-06,Germany,France,56,1.967857142857143,-5.0,0,
2015-01-06,Germany,United States,11,2.127272727272727,0.0,0,
2015-01-06,India,Denmark,2,-9.0,-9.0,0,
2015-01-06,India,France,21,2.123809523809524,-2.0,0,
2015-01-06,India,Japan,6,-1.3499999999999999,-9.0,0,
2015-01-06,India,South Korea,13,2.8923076923076922,1.0,0,
2015-01-06,India,United States,87,2.0436781609195402,-9.5,0,
2015-01-06,Japan,China,18,4.611111111111111,-2.0,0,
2015-01-06,Japan,France,15,2.506666666666667,-2.0,0,
2015-01-06,Japan,India,9,2.7555555555555555,-2.0,0,
2015-01-06,Japan,South Korea,12,4.141666666666667,-0.3,0,
2015-01-06,Japan,United States,22,3.0772727272727276,1.0,0,
2015-01-06,Mexico,United States,31,0.9774193548387097,-5.0,0,
2015-01-06,South Korea,China,7,1.7142857142857142,0.0,0,
2015-01-06,South Korea,France,10,3.02,0.0,0,
2015-01-06,South Korea,India,34,2.514705882352941,-5.0,0,
2015-01-06,South Korea,Japan,18,2.611111111111111,-5.0,0,
2015-01-06,South Korea,United States,23,0.9478260869565218,-5.0,0,
2015-01-06,United States,Canada,3,-1.6666666666666667,-5.0,0,
2015-01-06,United States,China,16,0.98125,-2.0,0,
2015-01-06,United States,France,100,2.949,-9.0,0,
2015-01-06,United States,Germany,9,1.7999999999999998,1.0,0,
2015-01-06,United States,India,137,2.356934306569343,-5.0,0,
2015-01-06,United States,Japan,16,2.10625,0.0,0,
2015-01-06,United States,Mexico,37,1.1027027027027025,-6.5,0,
2015-01-06,United States,South Korea,23,1.8652173913043477,-5.0,0,
2015-01-13,Brazil,Germany,2,2.0,1.0,0,
2015-01-13,Brazil,India,1,3.0,3.0,0,
2015-01-13,Brazil,Japan,2,2.0,1.0,0,
2015-01-13,Canada,India,1,0.0,0.0,0,
2015-01-13,Canada,Japan,1,2.8,2.8,0,
2015-01-13,Canada,Mexico,3,-6.5,-6.5,0,
2015-01-13,Canada,United States,10,0.61,-6.5,0,
2015-01-13,China,France,2,1.0,-2.0,0,
2015-01-13,China,Germany,3,3.3000000000000003,1.9,0,
2015-01-13,China,India,6,2.6333333333333333,-2.0,0,
2015-01-13,China,Japan,20,1.78,-5.0,0,
2015-01-13,China,South Korea,3,3.6,2.8,0,
2015-01-13,China,United States,5,2.98,1.0,0,
2015-01-13,Denmark,France,1,0.0,0.0,0,
2015-01-13,Denmark,South Korea,1,1.9,1.9,0,
2015-01-13,Denmark,United States,1,1.0,1.0,0,
2015-01-13,France,China,2,2.0,0.0,0,
2015-01-13,France,Germany,28,2.0285714285714285,-5.0,0,
2015-01-13,France,India,4,3.7,2.8,0,
2015-01-13,France,Japan,22,3.2590909090909093,1.0,0,
2015-01-13,France,United States,36,1.963888888888889,-10.0,0,
2015-01-13,Germany,Brazil,2,2.0,1.0,0,
2015-01-13,Germany,Canada,2,4.0,4.0,0,
2015-01-13,Germany,China,1,2.8,2.8,0,
2015-01-13,Germany,France,29,1.5103448275862068,-5.0,0,
2015-01-13,Germany,India,5,3.8,3.0,0,
2015-01-13,Germany,Japan,2,2.0,1.0,0,
2015-01-13,Germany,South Korea,1,1.0,1.0,0,
2015-01-13,Germany,United States,9,2.1333333333333333,-2.0,0,
2015-01-13,India,Brazil,1,3.0,3.0,0,
2015-01-13,India,Canada,1,4.0,4.0,0,
2015-01-13,India,China,11,2.3181818181818183,-0.4,0,
2015-01-13,India,Denmark,1,-9.5,-9.5,0,
2015-01-13,India,France,3,3.7000000000000006,1.9,0,
2015-01-13,India,Germany,2,3.5,3.0,0,
2015-01-13,India,Japan,26,2.7346153846153842,0.0,0,
2015-01-13,India,South Korea,7,1.3142857142857143,-2.0,0,
2015-01-13,India,United States,83,2.359036144578313,-7.0,0,
2015-01-13,Japan,Brazil,2,2.0,1.0,0,
2015-01-13,Japan,Canada,1,1.9,1.9,0,
2015-01-13,Japan,China,18,1.961111111111111,-9.5,0,
2015-01-13,Japan,France,26,3.1692307692307695,1.0,0,
2015-01-13,Japan,Germany,2,2.0,1.0,0,
2015-01-13,Japan,India,34,2.429411764705882,0.0,0,
2015-01-13,Japan,South Korea,27,2.962962962962963,-4.0,0,
2015-01-13,Japan,United States,19,4.010526315789474,1.0,0,
2015-01-13,Mexico,United States,1,3.4,3.4,0,
2015-01-13,South Korea,China,11,3.809090909090909,1.9,0,
2015-01-13,South Korea,Denmark,1,2.8,2.8,0,
2015-01-13,South Korea,Germany,1,1.0,1.0,0,
2015-01-13,South Korea,India,10,0.8800000000000001,-5.0,0,
2015-01-13,South Korea,Japan,43,2.36046511627907,-5.0,0,
2015-01-13,South Korea,United States,22,1.8954545454545455,-5.0,0,
2015-01-13,United States,Canada,16,-1.175,-5.0,0,
2015-01-13,United States,China,15,-1.6133333333333333,-10.0,0,
2015-01-13,United States,Denmark,1,1.0,1.0,0,
2015-01-13,United States,France,58,2.0,-10.0,0,
2015-01-13,United States,Germany,10,1.09,-2.0,0,
2015-01-13,United States,India,113,2.0920353982300885,-5.0,0,
2015-01-13,United States,Japan,19,3.4947368421052634,0.0,0,
2015-01-13,United States,Mexico,2,0.0,0.0,0,
2015-01-13,United States,South Korea,14,2.2,-2.0,0,
2015-01-20,Brazil,China,2,4.0,4.0,0,
2015-01-20,Brazil,Germany,1,1.0,1.0,0,
2015-01-20,Brazil,Japan,2,2.1,0.4,0,
2015-01-20,Brazil,United States,3,3.4,3.4,0,
2015-01-20,Canada,Japan,1,7.0,7.0,0,
2015-01-20,Canada,United States,4,-0.25,-5.0,0,
2015-01-20,China,India,18,2.488888888888889,0.0,0,
2015-01-20,China,Japan,8,1.0,-9.5,0,
2015-01-20,China,South Korea,16,2.775,1.0,0,
2015-01-20,China,United States,15,2.0466666666666664,-5.6,1,-5.6
2015-01-20,Denmark,South Korea,5,1.14,0.0,0,
2015-01-20,France,China,7,4.0,4.0,0,
2015-01-20,France,Germany,38,3.205263157894737,1.0,0,
2015-01-20,France,India,1,5.2,5.2,0,
2015-01-20,France,Japan,2,2.75,1.0,0,
2015-01-20,France,United States,11,0.9999999999999999,-10.0,0,
2015-01-20,Germany,Brazil,1,1.0,1.0,0,
2015-01-20,Germany,France,39,3.0666666666666664,0.0,0,
2015-01-20,Germany,India,3,4.0,1.0,0,
2015-01-20,Germany,Japan,5,2.9,1.0,0,
2015-01-20,Germany,Mexico,1,1.0,1.0,0,
2015-01-20,Germany,United States,1,3.5,3.5,0,
2015-01-20,India,Canada,1,4.0,4.0,0,
2015-01-20,India,China,14,2.007142857142857,-5.0,0,
2015-01-20,India,Germany,2,4.0,1.0,0,
2015-01-20,India,Japan,4,3.5,3.5,0,
2015-01-20,India,South Korea,1,0.0,0.0,0,
2015-01-20,India,United States,448,2.5209821428571426,-10.0,0,
2015-01-20,Japan,Canada,1,7.0,7.0,0,
2015-01-20,Japan,China,7,2.542857142857143,-2.0,0,
2015-01-20,Japan,France,6,2.8000000000000003,1.0,0,
2015-01-20,Japan,Germany,4,2.5,1.0,0,
2015-01-20,Japan,India,2,5.2,5.2,0,
2015-01-20,Japan,South Korea,5,2.96,-2.0,0,
2015-01-20,Japan,United States,52,1.7461538461538462,-10.0,0,
2015-01-20,Mexico,Germany,1,1.0,1.0,0,
2015-01-20,Mexico,United States,4,1.75,0.0,0,
2015-01-20,South Korea,China,19,2.621052631578947,0.4,0,
2015-01-20,South Korea,Denmark,3,2.7999999999999994,2.8,0,
2015-01-20,South Korea,India,1,3.4,3.4,0,
2015-01-20,South Korea,Japan,31,0.35161290322580646,-10.0,0,
2015-01-20,South Korea,United States,17,2.023529411764706,-5.6,0,
2015-01-20,United States,Brazil,1,0.0,0.0,0,
2015-01-20,United States,Canada,5,-2.32,-5.0,0,
2015-01-20,United States,China,28,2.8285714285714287,0.0,0,
2015-01-20,United States,France,16,1.7625,0.0,0,
2015-01-20,United States,Germany,3,4.0,4.0,0,
2015-01-20,United States,India,506,2.4768774703557312,-5.0,0,
2015-01-20,United States,Japan,80,2.96,-2.0,0,
2015-01-20,United States,Mexico,3,-1.3333333333333333,-5.0,0,
2015-01-20,United States,South Korea,10,2.6399999999999997,0.0,0,
2015-01-27,Brazil,China,1,0.0,0.0,0,
2015-01-27,Brazil,Germany,1,4.0,4.0,0,
2015-01-27,Brazil,United States,3,-3.5,-9.5,0,
2015-01-27,Canada,Germany,1,1.0,1.0,0,
2015-01-27,Canada,Mexico,2,1.0,1.0,0,
2015-01-27,Canada,United States,2,7.0,7.0,0,
2015-01-27,China,France,24,2.6875,0.0,0,
2015-01-27,China,India,103,2.8640776699029127,-5.0,0,
2015-01-27,China,Japan,6,2.1999999999999997,-4.4,0,
2015-01-27,China,South Korea,5,1.78,-5.0,0,
2015-01-27,China,United States,51,2.3980392156862744,-5.6,1,-5.6
2015-01-27,France,China,23,2.6478260869565218,0.0,0,
2015-01-27,France,Germany,11,3.2636363636363637,0.0,0,
2015-01-27,France,India,1,-7.5,-7.5,0,
2015-01-27,France,Japan,2,1.5,-2.0,0,
2015-01-27,France,South Korea,1,-7.0,-7.0,0,
2015-01-27,France,United States,6,1.7999999999999998,0.4,0,
2015-01-27,Germany,Canada,4,3.25,1.0,0,
2015-01-27,Germany,France,11,2.890909090909091,0.0,0,
2015-01-27,Germany,United States,19,2.9263157894736844,1.0,0,
2015-01-27,India,China,122,3.057377049180328,0.0,0,
2015-01-27,India,France,1,0.0,0.0,0,
2015-01-27,India,United States,181,2.4629834254143645,-10.0,0,
2015-01-27,Japan,China,7,1.8571428571428572,-5.0,0,
2015-01-27,Japan,France,1,5.0,5.0,0,
2015-01-27,Japan,India,2,-1.0,-2.0,0,
2015-01-27,Japan,South Korea,13,3.223076923076923,1.0,0,
2015-01-27,Japan,United States,26,2.019230769230769,-10.0,0,
2015-01-27,Mexico,Canada,2,1.0,1.0,0,
2015-01-27,Mexico,United States,2,3.5,0.0,0,
2015-01-27,South Korea,China,14,3.914285714285714,2.8,0,
2015-01-27,South Korea,Japan,42,1.7404761904761903,-10.0,0,
2015-01-27,South Korea,United States,59,3.440677966101695,-2.0,0,
2015-01-27,United States,Brazil,1,1.0,1.0,0,
2015-01-27,United States,Canada,4,0.44999999999999996,-5.0,0,
2015-01-27,United States,China,44,2.734090909090909,-2.0,0,
2015-01-27,United States,France,10,-0.26000000000000006,-6.5,0,
2015-01-27,United States,Germany,25,2.7960000000000003,-0.4,0,
2015-01-27,United States,India,204,1.86078431372549,-6.5,0,
2015-01-27,United States,Japan,60,2.3316666666666666,-10.0,0,
2015-01-27,United States,Mexico,2,-4.5,-5.0,0,
2015-01-27,United States,South Korea,75,3.1933333333333334,-5.0,0,
2015-02-03,Canada,China,1,-0.3,-0.3,0,
2015-02-03,Canada,France,1,-2.0,-2.0,0,
2015-02-03,Canada,India,1,2.8,2.8,0,
2015-02-03,Canada,South Korea,1,1.9,1.9,0,
2015-02-03,Canada,United States,3,-1.0,-5.0,0,
2015-02-03,China,Canada,4,-5.0,-5.0,0,
2015-02-03,China,Germany,10,1.5699999999999998,0.0,0,
2015-02-03,China,India,35,2.2142857142857144,0.0,0,
2015-02-03,China,Japan,5,2.4,-2.0,0,
2015-02-03,China,South Korea,40,2.7725,-5.0,0,
2015-02-03,China,United States,38,0.7263157894736842,-5.0,0,
2015-02-03,France,Germany,33,3.5303030303030303,1.0,0,
2015-02-03,France,India,20,2.66,0.0,0,
2015-02-03,France,United States,1,1.9,1.9,0,
2015-02-03,Germany,Canada,4,3.75,3.0,0,
2015-02-03,Germany,China,10,2.44,1.0,0,
2015-02-03,Germany,France,33,3.5303030303030303,1.0,0,
2015-02-03,Germany,India,1,7.0,7.0,0,
2015-02-03,Germany,South Korea,7,3.142857142857143,1.0,0,
2015-02-03,Germany,United States,65,1.8984615384615384,-5.0,0,
2015-02-03,India,Canada,2,2.95,1.9,0,
2015-02-03,India,China,37,1.889189189189189,0.0,0,
2015-02-03,India,France,13,2.8307692307692305,0.0,0,
2015-02-03,India,Germany,1,4.0,4.0,0,
2015-02-03,India,Japan,7,-5.628571428571428,-9.0,0,
2015-02-03,India,United States,81,0.9567901234567902,-10.0,0,
2015-02-03,Japan,China,5,3.6,-2.0,0,
2015-02-03,Japan,India,2,1.9,1.9,0,
2015-02-03,Japan,South Korea,6,3.6666666666666665,1.0,0,
2015-02-03,Japan,United States,10,2.58,0.0,0,
2015-02-03,Mexico,Brazil,1,-5.0,-5.0,0,
2015-02-03,South Korea,Canada,1,2.8,2.8,0,
2015-02-03,South Korea,China,34,3.179411764705882,0.0,0,
2015-02-03,South Korea,Germany,12,3.125,1.0,0,
2015-02-03,South Korea,Japan,10,1.86,-5.0,0,
2015-02-03,South Korea,United States,42,3.685714285714286,-2.0,0,
2015-02-03,United States,Canada,3,-1.0,-5.0,0,
2015-02-03,United States,China,55,1.761818181818182,-5.0,0,
2015-02-03,United States,France,6,-0.5333333333333334,-5.0,0,
2015-02-03,United States,Germany,69,1.4376811594202896,-5.0,0,
2015-02-03,United States,India,78,0.6987179487179487,-5.0,0,
2015-02-03,United States,Japan,26,3.3615384615384616,-2.0,0,
2015-02-03,United States,Mexico,2,-3.5,-5.0,0,
2015-02-03,United States,South Korea,56,3.707142857142857,-2.0,0,
2015-02-10,Brazil,China,1,-0.4,-0.4,0,
2015-02-10,Brazil,Germany,3,1.5999999999999999,1.0,0,
2015-02-10,Brazil,United States,1,4.0,4.0,0,
2015-02-10,Canada,China,1,0.0,0.0,0,
2015-02-10,Canada,France,2,3.7,3.4,0,
2015-02-10,Canada,Germany,3,2.4,1.0,0,
2015-02-10,Canada,United States,6,-3.016666666666667,-5.0,0,
2015-02-10,China,Canada,1,6.0,6.0,0,
2015-02-10,China,Denmark,3,1.5999999999999999,1.0,0,
2015-02-10,China,France,5,0.5399999999999999,-2.0,0,
2015-02-10,China,Germany,1,0.0,0.0,0,
2015-02-10,China,India,14,0.9357142857142857,-9.5,0,
2015-02-10,China,Japan,5,4.92,2.8,0,
2015-02-10,China,South Korea,5,-1.0,-5.0,0,
2015-02-10,China,United States,60,2.8766666666666665,-2.0,0,
2015-02-10,Denmark,China,5,0.31999999999999995,-5.0,0,
2015-02-10,Denmark,France,6,1.3999999999999997,0.0,0,
2015-02-10,Denmark,Germany,3,1.6666666666666667,1.0,0,
2015-02-10,Denmark,United States,2,0.5,0.0,0,
2015-02-10,France,Canada,1,4.0,4.0,0,
2015-02-10,France,China,3,2.6999999999999997,1.9,0,
2015-02-10,France,Denmark,8,1.3875,-10.0,0,
2015-02-10,France,Germany,165,4.4339393939393945,0.4,0,
2015-02-10,France,United States,2,-2.2,-4.4,0,
2015-02-10,Germany,Brazil,4,1.975,1.0,0,
2015-02-10,Germany,Canada,2,1.45,1.0,0,
2015-02-10,Germany,Denmark,3,0.6666666666666666,0.0,0,
2015-02-10,Germany,France,166,4.389156626506025,0.0,0,
2015-02-10,Germany,United States,17,2.1411764705882352,0.0,0,
2015-02-10,India,Canada,1,4.0,4.0,0,
2015-02-10,India,China,10,1.73,-2.0,0,
2015-02-10,India,Japan,7,-7.514285714285714,-9.5,0,
2015-02-10,India,United States,61,1.5360655737704918,-6.5,0,
2015-02-10,Japan,China,4,4.95,1.9,0,
2015-02-10,Japan,Denmark,6,3.0,0.0,0,
2015-02-10,Japan,India,2,-3.1,-9.0,0,
2015-02-10,Japan,South Korea,13,1.7615384615384615,-0.3,0,
2015-02-10,Japan,United States,29,2.7275862068965515,-10.0,0,
2015-02-10,Mexico,United States,9,-5.833333333333333,-9.5,0,
2015-02-10,South Korea,China,2,5.0,4.0,0,
2015-02-10,South Korea,Denmark,2,3.8,3.8,0,
2015-02-10,South Korea,Germany,1,3.4,3.4,0,
2015-02-10,South Korea,Japan,24,-0.15000000000000002,-5.0,0,
2015-02-10,South Korea,United States,18,3.1166666666666667,-5.0,0,
2015-02-10,United States,Canada,11,-0.6272727272727272,-7.0,0,
2015-02-10,United States,China,43,2.697674418604651,-2.0,0,
2015-02-10,United States,Denmark,12,3.233333333333333,1.0,0,
2015-02-10,United States,France,4,-3.75,-10.0,0,
2015-02-10,United States,Germany,25,1.068,-9.0,0,
2015-02-10,United States,India,59,0.8152542372881356,-10.0,0,
2015-02-10,United States,Japan,20,3.2049999999999996,0.0,0,
2015-02-10,United States,Mexico,13,-5.261538461538462,-10.0,0,
2015-02-10,United States,South Korea,14,3.6999999999999997,1.0,0,
2015-02-17,Brazil,Germany,3,-1.3,-9.5,0,
2015-02-17,Brazil,United States,5,1.3599999999999999,1.0,0,
2015-02-17,Canada,China,1,3.4,3.4,0,
2015-02-17,Canada,United States,1,4.0,4.0,0,
2015-02-17,China,France,6,6.0,4.0,0,
2015-02-17,China,Germany,6,6.0,4.0,0,
2015-02-17,China,India,32,0.04999999999999996,-4.0,0,
2015-02-17,China,Japan,3,4.166666666666667,1.0,0,
2015-02-17,China,South Korea,7,1.7285714285714284,-5.0,0,
2015-02-17,China,United States,12,3.233333333333333,-4.4,0,
2015-02-17,Denmark,France,4,-3.6,-10.0,0,
2015-02-17,France,China,6,6.0,4.0,0,
2015-02-17,France,Denmark,5,-2.56,-10.0,0,
2015-02-17,France,Germany,95,3.388421052631579,-0.4,0,
2015-02-17,France,India,5,4.0,4.0,0,
2015-02-17,France,United States,14,3.4285714285714284,-0.4,0,
2015-02-17,Germany,Brazil,2,1.9,1.9,0,
2015-02-17,Germany,China,6,6.0,4.0,0,
2015-02-17,Germany,France,95,3.346315789473684,-0.4,0,
2015-02-17,Germany,Japan,3,3.3000000000000003,1.9,0,
2015-02-17,Germany,United States,12,1.3833333333333335,-5.0,0,
2015-02-17,India,China,17,2.2235294117647055,1.0,0,
2015-02-17,India,France,2,-2.0,-2.0,0,
2015-02-17,India,Japan,3,-1.0,-9.0,0,
2015-02-17,India,United States,37,2.4432432432432436,-2.0,0,
2015-02-17,Japan,China,4,4.125,1.0,0,
2015-02-17,Japan,Germany,2,-1.1,-5.0,0,
2015-02-17,Japan,South Korea,18,2.2666666666666666,1.0,0,
2015-02-17,Japan,United States,21,2.1857142857142855,-6.5,0,
2015-02-17,Mexico,China,1,3.0,3.0,0,
2015-02-17,Mexico,United States,4,-9.5,-9.5,0,
2015-02-17,South Korea,China,3,1.8999999999999997,1.0,0,
2015-02-17,South Korea,Japan,35,-1.5828571428571427,-6.5,0,
2015-02-17,South Korea,United States,9,1.1777777777777778,-4.4,0,
2015-02-17,United States,Brazil,5,1.72,1.0,0,
2015-02-17,United States,Canada,3,3.266666666666667,0.0,0,
2015-02-17,United States,China,12,4.5249999999999995,0.0,0,
2015-02-17,United States,Denmark,8,2.975,0.0,0,
2015-02-17,United States,France,18,3.5999999999999996,-0.4,0,
2015-02-17,United States,Germany,9,4.4,-0.4,0,
2015-02-17,United States,India,64,2.5875,-5.0,0,
2015-02-17,United States,Japan,21,3.6809523809523808,-5.0,0,
2015-02-17,United States,Mexico,16,-5.3875,-10.0,0,
2015-02-17,United States,South Korea,13,1.5384615384615385,-10.0,0,
2015-02-24,Brazil,Mexico,1,4.0,4.0,0,
2015-02-24,Brazil,United States,5,2.2,-5.0,0,
2015-02-24,Canada,China,1,0.0,0.0,0,
2015-02-24,Canada,United States,2,2.5,1.0,0,
2015-02-24,China,Canada,2,3.0,3.0,0,
2015-02-24,China,France,2,8.0,8.0,0,
2015-02-24,China,Germany,5,2.44,1.0,0,
2015-02-24,China,India,8,-0.8125,-9.5,0,
2015-02-24,China,Japan,22,0.40454545454545454,-2.0,0,
2015-02-24,China,South Korea,11,5.690909090909091,1.0,0,
2015-02-24,China,United States,22,2.1636363636363636,-5.0,0,
2015-02-24,France,China,3,4.666666666666667,-2.0,0,
2015-02-24,France,Denmark,1,3.4,3.4,0,
2015-02-24,France,Germany,54,3.440740740740741,1.0,0,
2015-02-24,France,India,5,2.92,1.0,0,
2015-02-24,France,United States,6,3.733333333333333,0.0,0,
2015-02-24,Germany,Brazil,1,3.5,3.5,0,
2015-02-24,Germany,China,6,1.8166666666666667,0.0,0,
2015-02-24,Germany,France,52,3.401923076923077,1.0,0,
2015-02-24,Germany,Japan,8,4.0,4.0,0,
2015-02-24,Germany,United States,1,1.9,1.9,0,
2015-02-24,India,Brazil,3,0.8000000000000002,-2.0,0,
2015-02-24,India,China,3,1.5999999999999999,-2.0,0,
2015-02-24,India,France,3,1.5999999999999999,1.0,0,
2015-02-24,India,Mexico,1,6.4,6.4,0,
2015-02-24,India,South Korea,1,1.9,1.9,0,
2015-02-24,India,United States,19,0.48947368421052634,-5.0,0,
2015-02-24,Japan,China,11,1.4727272727272727,-10.0,0,
2015-02-24,Japan,Germany,2,0.2,0.0,0,
2015-02-24,Japan,South Korea,6,0.06666666666666667,-9.0,0,
2015-02-24,Japan,United States,12,2.4083333333333337,-5.0,0,
2015-02-24,Mexico,Brazil,1,4.0,4.0,0,
2015-02-24,Mexico,South Korea,1,3.5,3.5,0,
2015-02-24,Mexico,United States,10,-2.55,-9.5,0,
2015-02-24,South Korea,China,14,4.557142857142857,-5.0,0,
2015-02-24,South Korea,India,1,2.8,2.8,0,
2015-02-24,South Korea,Japan,22,0.6909090909090909,-5.0,0,
2015-02-24,South Korea,Mexico,1,3.5,3.5,0,
2015-02-24,South Korea,United States,24,0.11250000000000004,-5.0,0,
2015-02-24,United States,Brazil,4,4.0,4.0,0,
2015-02-24,United States,Canada,6,-1.0,-9.0,0,
2015-02-24,United States,China,24,2.3291666666666666,-2.0,0,
2015-02-24,United States,France,10,4.6,3.0,0,
2015-02-24,United States,Germany,8,3.725,0.0,0,
2015-02-24,United States,India,19,0.22631578947368416,-5.0,0,
2015-02-24,United States,Japan,16,-0.25625000000000003,-5.0,0,
2015-02-24,United States,Mexico,16,-6.5625,-10.0,0,
2015-02-24,United States,South Korea,16,0.8,-7.2,0,
2015-03-03,Brazil,China,1,0.0,0.0,0,
2015-03-03,Brazil,France,1,0.0,0.0,0,
2015-03-03,Brazil,United States,2,-1.55,-5.0,0,
2015-03-03,Canada,China,2,-2.5,-5.0,0,
2015-03-03,Canada,France,2,5.25,3.5,0,
2015-03-03,Canada,India,1,2.8,2.8,0,
2015-03-03,Canada,United States,1,3.4,3.4,0,
2015-03-03,China,France,2,2.5,1.0,0,
2015-03-03,China,India,4,2.525,0.0,0,
2015-03-03,China,Japan,47,1.5148936170212766,-5.0,0,
2015-03-03,China,South Korea,16,2.375,0.0,0,
2015-03-03,China,United States,25,1.556,-9.0,0,
2015-03-03,France,Canada,2,5.25,3.5,0,
2015-03-03,France,China,4,0.0,-5.0,0,
2015-03-03,France,Germany,36,2.7222222222222223,-9.0,0,
2015-03-03,France,India,2,2.8,2.8,0,
2015-03-03,France,Japan,10,3.0,0.0,0,
2015-03-03,France,United States,23,1.9565217391304348,-5.0,0,
2015-03-03,Germany,China,2,3.2,3.0,0,
2015-03-03,Germany,France,35,3.2,0.0,0,
2015-03-03,Germany,India,3,-0.3333333333333333,-4.0,0,
2015-03-03,Germany,Japan,28,2.9035714285714285,0.4,0,
2015-03-03,Germany,United States,8,0.8250000000000001,-2.0,0,
2015-03-03,India,Canada,1,1.9,1.9,0,
2015-03-03,India,China,4,2.825,1.9,0,
2015-03-03,India,France,3,2.6,1.9,0,
2015-03-03,India,Germany,1,4.0,4.0,0,
2015-03-03,India,United States,6,1.7166666666666668,-2.0,0,
2015-03-03,Japan,China,22,3.409090909090909,0.0,0,
2015-03-03,Japan,France,4,4.0,4.0,0,
2015-03-03,Japan,Germany,25,3.404,1.0,0,
2015-03-03,Japan,South Korea,13,3.6538461538461537,1.0,0,
2015-03-03,Japan,United States,18,2.3555555555555556,-9.0,0,
2015-03-03,Mexico,Brazil,2,4.0,4.0,0,
2015-03-03,Mexico,United States,7,2.457142857142857,-2.0,0,
2015-03-03,South Korea,China,12,1.25,-5.0,0,
2015-03-03,South Korea,India,1,-2.0,-2.0,0,
2015-03-03,South Korea,Japan,20,1.525,-5.0,0,
2015-03-03,South Korea,United States,98,-1.4397959183673468,-10.0,0,
2015-03-03,United States,Brazil,1,2.8,2.8,0,
2015-03-03,United States,Canada,4,-1.25,-5.0,0,
2015-03-03,United States,China,31,-0.2709677419354839,-5.0,0,
2015-03-03,United States,Denmark,1,0.0,0.0,0,
2015-03-03,United States,France,24,2.004166666666667,0.0,0,
2015-03-03,United States,Germany,8,2.9,1.0,0,
2015-03-03,United States,India,8,1.425,-4.0,0,
2015-03-03,United States,Japan,27,3.0814814814814815,-10.0,0,
2015-03-03,United States,Mexico,8,-7.125,-10.0,0,
2015-03-03,United States,South Korea,55,2.0745454545454542,-10.0,0,
2015-03-10,Brazil,France,1,0.0,0.0,0,
2015-03-10,Brazil,Mexico,1,8.0,8.0,0,
